archive,task_id,group,classification,archive_sha256,backup_path,source,canonical_source_sha256,test,canonical_test_sha256,testsRun,failures,errors,skipped,member_count,corrected_during_integration,integration
BIE_RE_TEMP_032.zip,BIE-RE-TEMP-032,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,3c17b76cdc7e501274a3f0ac762cd19681e4388f7fff53e3b0e8eec20ae08832,backups/ingested/BIE_RE_TEMP_032.zip,bie/reasoning/temporal_change_point_reasoning.py,318efbe4f629abd2205953a1dca8cd91093019b7f24743ba5370024979dae09a,tests/reasoning/test_re_temp_032.py,7d5a7a13a9311be515f563d70e0e9022778bc5d82cb5b905ab827c306b7c0456,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_033.zip,BIE-RE-TEMP-033,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,bd702344ef63b5d9b5332ab59b7f44178a74bae741809bcbce0d8bb2a2bba863,backups/ingested/BIE_RE_TEMP_033.zip,bie/reasoning/temporal_query_plan.py,e5f9b61b35eb38d9c5aee8581f6b939a693555423b449004a1c8cfea3fe9129e,tests/reasoning/test_re_temp_033.py,435e338ef055d5bcbd25d203ea056aabc30c4e11577a1383a173104d60af58af,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_034.zip,BIE-RE-TEMP-034,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,e29354aa9ee2dca2efc00cc828d546e04fb7c9d1971d439d6fbb5341270f39e7,backups/ingested/BIE_RE_TEMP_034.zip,bie/reasoning/temporal_quality_gate.py,defdd457be44a4f73086c1293fdb23a5e706e6b8884ba151a736edb673a3631a,tests/reasoning/test_re_temp_034.py,8f672a5dd8db983d9b59d5db3b2669f7c7374d79d78e5051fc8def484f537f84,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_035.zip,BIE-RE-TEMP-035,TEMPORAL,MUST-HAVE HARDENING,eb659753c4502cda107c114b4ed9fdda35868b62a293f5c875ee91c9456ea835,backups/ingested/BIE_RE_TEMP_035.zip,bie/reasoning/temporal_relative_anchor_resolution.py,b567f264053024a004e6f66b1905adc3c13d808df8531291f6ac10a858f3b4dd,tests/reasoning/test_re_temp_035.py,3b62ccee11f5c43f7154d7e486f180c7dc715e4b0b18a04f6a23a62677ea5e71,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_036.zip,BIE-RE-TEMP-036,TEMPORAL,MUST-HAVE HARDENING,cef80b0e980c528ba21235f5906b3948f558c8e26f705a54128877941f3f300a,backups/ingested/BIE_RE_TEMP_036.zip,bie/reasoning/temporal_nested_interval_reasoning.py,31d280aa9586d702027d229afef87904c3c60694f47e3dc08191b9eec9fbd13a,tests/reasoning/test_re_temp_036.py,a437491e1439356b2e3cd9f42349186ee8b58bb8f3079620458e78e7dbdf2a26,6,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_037.zip,BIE-RE-TEMP-037,TEMPORAL,MUST-HAVE HARDENING,d3ff894ad58642fac1cc21ffc55d73fbce3077e3d719761f2c1544761ea1cac0,backups/ingested/BIE_RE_TEMP_037.zip,bie/reasoning/temporal_causal_order_guard.py,12c72201c14a266c9d5c76cd72a3c14519b598d8e02e1d0269785332d7319677,tests/reasoning/test_re_temp_037.py,879d5d139a98e4556514393378da95b826d24095280fb809673bd2677dfefcc8,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_038.zip,BIE-RE-TEMP-038,TEMPORAL,MUST-HAVE HARDENING,0b375abc09f435ed8bc0bde913a39fb5af189e0584599ead2386e1ff7c104f28,backups/ingested/BIE_RE_TEMP_038.zip,bie/reasoning/temporal_derived_lineage.py,eabb9203c46ac694ad853451dbd12a33a423b5f4ee1b1e29e733f14f8e0a90e8,tests/reasoning/test_re_temp_038.py,f09d9809165e44b4158beea67c881bf111e0ea601deff0f0a9f20b04f2805acb,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_039.zip,BIE-RE-TEMP-039,TEMPORAL,MUST-HAVE HARDENING,528afffeb36b6e42c8447a2ae67b28da6437bcba476b11ee11fbd729b09f221a,backups/ingested/BIE_RE_TEMP_039.zip,bie/reasoning/temporal_iterator_safety.py,c7851459f6f6000a8ce22d399a3c727ba0cb68d5f67fd5fd2a24bef3ceb1ef13,tests/reasoning/test_re_temp_039.py,5235aaf591b674ebe424d3d5c3bd773cfbfe2bb0a06f4e552400a99b0ba51427,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_040.zip,BIE-RE-TEMP-040,TEMPORAL,MUST-HAVE HARDENING,f749c3385c6917b18db85356898a1c9c7b8c381f550d5eb74c51bb3a91d962c2,backups/ingested/BIE_RE_TEMP_040.zip,bie/reasoning/temporal_precision_compatibility.py,facb725d181c6951e1d9cc1c3144ea536325e07f9254dc4d5293c04fdef548fe,tests/reasoning/test_re_temp_040.py,57512a06bec973e61dc9fab4b74a01a5a5136a58af9007335148c9bf4bc89fb2,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_041.zip,BIE-RE-TEMP-041,TEMPORAL,MUST-HAVE HARDENING,eca91beb4fb9d9532ec508c1cf598b723602a73ac505d56c9bf2c62333a536f6,backups/ingested/BIE_RE_TEMP_041.zip,bie/reasoning/temporal_evidence_conflict_matrix.py,674e874b48f01dae48c444ada46302cf557849d6815f23e3094d53b135f1d154,tests/reasoning/test_re_temp_041.py,2f1830b5940fd0e72e620638887cca6c375d4a28c51a43209f77da399210442b,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_042.zip,BIE-RE-TEMP-042,TEMPORAL,MUST-HAVE HARDENING,beea93a0dc21804e3f748c44c6845813ea39d8914a265d4a753724c493ce51a6,backups/ingested/BIE_RE_TEMP_042.zip,bie/reasoning/temporal_dependency_invalidation.py,58d578de53d29e18a39a7ac6f187b17de941b2a99891941348aba4008f2b96d2,tests/reasoning/test_re_temp_042.py,faff9344fffc765361e8c5e0b3e421a853da2419083f8b089d21f81417531bba,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_043.zip,BIE-RE-TEMP-043,TEMPORAL,MUST-HAVE HARDENING,649dc71d68d8f94d7a9ff9b1012c4e38179d0fa63c061e7820744d7e2a6dc510,backups/ingested/BIE_RE_TEMP_043.zip,bie/reasoning/temporal_reproducibility_fingerprint.py,e7dda2493add50177524e9e0fbba4262b5923f24bdbe9d1ed5aa463fe948b3a1,tests/reasoning/test_re_temp_043.py,0ab4abead7dc7821d1aca803eb32d839c258c9015da9f3b8173ed9c1c05552f2,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_044.zip,BIE-RE-TEMP-044,TEMPORAL,MUST-HAVE HARDENING,fabe2fbb242ccde0a8a8353daae46a2586393dac0da332a8441f49cfd32f0dff,backups/ingested/BIE_RE_TEMP_044.zip,bie/reasoning/temporal_section_readiness.py,07af2e3d4e9a47578a345a98119047b9b3ae11d8ff8659dd1f9489c2c64b9c71,tests/reasoning/test_re_temp_044.py,20fda9475569a26c12f4b53b9a574863883a718d972bf289704c9d904c4c7540,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_045.zip,BIE-RE-TEMP-045,TEMPORAL,MUST-HAVE SECTION-COMPLETION HARDENING,dc3255009fc91e5c3055931e4ce2eb772682c7a85541ee2bf06146c121562065,backups/ingested/BIE_RE_TEMP_045.zip,bie/reasoning/temporal_uncertainty_chain.py,c4c8875a161a459048568eca8875c0063f7fd96836c400e5031ca57703e85a0a,tests/reasoning/test_re_temp_045.py,1d06afea1d150d1fe564438fd6f016c1fbed0dae1be578bb09062c954cda5e5f,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_046.zip,BIE-RE-TEMP-046,TEMPORAL,MUST-HAVE SECTION-COMPLETION HARDENING,58929f98a68e7ba44d9d24484909f70d0c2e3a15507ab15c1450228486f6b209,backups/ingested/BIE_RE_TEMP_046.zip,bie/reasoning/temporal_contradiction_witness.py,74ca0214f28fbe83742148f159caebbf1eedaad7614cc87d645940ab36603130,tests/reasoning/test_re_temp_046.py,85b0fd699c821aa508c1b9ef55091bebd5f0273fe8a188289311d68e33c4193a,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_047.zip,BIE-RE-TEMP-047,TEMPORAL,MUST-HAVE SECTION-COMPLETION HARDENING,49e1dbf19225678ee5deb26990323ac3cf4dc917f96e2ad55110092f9f771a38,backups/ingested/BIE_RE_TEMP_047.zip,bie/reasoning/temporal_result_contract.py,d1b25213afa6805f7c3681fdf44cd4f3a62b4c95a114e1ea43818dae15df192a,tests/reasoning/test_re_temp_047.py,24ebc3ad2beff5fea9c59170aaaed7dc584f2ec088e8f0a017e5b59192695b73,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_048.zip,BIE-RE-TEMP-048,TEMPORAL,MUST-HAVE SECTION-COMPLETION HARDENING,8f52345fb06c75333622a61aedf4cac4ddb7a6452a2a327ad47e1c6dbb810b4a,backups/ingested/BIE_RE_TEMP_048.zip,bie/reasoning/temporal_realbook_fixture_harness.py,f1db61282a3ac6df168f62e8b5899985fe42ac6ec4332f093a36dc5ed6223332,tests/reasoning/test_re_temp_048.py,bfdd8691b7896fcc215c3c8effe851abcce064605d90011126ec32744bdea32a,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_049.zip,BIE-RE-TEMP-049,TEMPORAL,MUST-HAVE SECTION-COMPLETION HARDENING,97618ef6fb7f5b3423f3dac40126a5b67d915cbce6b28e65fb0ca5517e7c7ace,backups/ingested/BIE_RE_TEMP_049.zip,bie/reasoning/temporal_integration_contract.py,7b11ac23c59bab07c8707a5d2b78b1673431d069677a10a309cfd0f07609339d,tests/reasoning/test_re_temp_049.py,84c6e547141bdf1201107a95c843ec73fe3f09fc0a2696d73bb83eb61165abb3,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_050.zip,BIE-RE-TEMP-050,TEMPORAL,MUST-HAVE INTEGRATION HARDENING,75cb7913cb92e8da97bb82f71a008f00409f5a93347660753030e1abc0584a66,backups/ingested/BIE_RE_TEMP_050.zip,bie/reasoning/temporal_canonical_namespace_migration.py,a314638362ef56232d0dd70cd653d91d0f38b7e697bfd08218dca7b66076e4cd,tests/reasoning/test_re_temp_050.py,be9eacabdbfd048c2bad70ba7f8e5f75fb1b1e47826f345ce8239886cd8e0074,3,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_051.zip,BIE-RE-TEMP-051,TEMPORAL,MUST-HAVE INTEGRATION HARDENING,26c217d42cd08996c31c4460c6eabf777c8e914d4cec7100eec0833308c0761c,backups/ingested/BIE_RE_TEMP_051.zip,bie/reasoning/temporal_test_runner_compatibility.py,180b11bb302549870deb56dd94f7e818619126f89ca11763b857981bc94c1a90,tests/reasoning/test_re_temp_051.py,fd69ab8a5e9768db49bb752d8b2c73225cfa0686dbaa9b4bed74daf7494b66c4,3,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_052.zip,BIE-RE-TEMP-052,TEMPORAL,MUST-HAVE INTEGRATION HARDENING,248eb902c0ca894460f1b459efbadc5407208b52a10b5981f8422b49965421e0,backups/ingested/BIE_RE_TEMP_052.zip,bie/reasoning/temporal_package_inventory_audit.py,4e6418bc78c50ac65f552658eec47be176fa4cce8f6e135e4c19a8a050dbf27c,tests/reasoning/test_re_temp_052.py,62f9a24f1b89ed2afe84bc99776037f678b70a5c7f33a94ed6ab1eaa69be3920,3,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_053.zip,BIE-RE-TEMP-053,TEMPORAL,MUST-HAVE INTEGRATION HARDENING,73f15f8f27f1c442b335eeea3b15b40d6b44111f4b2b79405ddb8d827c46ba3b,backups/ingested/BIE_RE_TEMP_053.zip,bie/reasoning/temporal_import_rewrite.py,dddd89aec2ec6df84ff5688b658c8050997fd254891f5a5aa054f4e46ac5d719,tests/reasoning/test_re_temp_053.py,306b6ceb6d3421cf7bea185a7530df4014cbf48b7064b5c5cac6531d034cc8cf,3,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_054.zip,BIE-RE-TEMP-054,TEMPORAL,MUST-HAVE INTEGRATION HARDENING,3fc9157ac5ce8427a38e086b15270e310b9d9c5969efef5557277df894d4a95d,backups/ingested/BIE_RE_TEMP_054.zip,bie/reasoning/temporal_integration_exit_gate.py,354f0dc44a39aa251f28bb9bf0505ef6ab6d9a46d25572878f3c802b5047901c,tests/reasoning/test_re_temp_054.py,cba0ae82c0cb2dfcee87e8154bb5565350a3a17dbd443714cd550e1f6e815c1b,3,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_055.zip,BIE-RE-TEMP-055,TEMPORAL,MUST-HAVE CANONICAL-INTEGRATION HARDENING,efbd76f0668a6452fa900c6d74ac7b90290f6c8ca8521bed3ea50387ffdfce46,backups/ingested/BIE_RE_TEMP_055.zip,bie/reasoning/temporal_unittest_bridge_014_018.py,b9ee56929609e8924dc2a5570569910335931e2eafc9d25ca77bf7fc8df1613e,tests/reasoning/test_re_temp_055.py,28e8a21d6d9fd6ea2324f3595b512bddd9198688016971f819847bd80c96270c,3,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_056.zip,BIE-RE-TEMP-056,TEMPORAL,MUST-HAVE CANONICAL-INTEGRATION HARDENING,f7e7dce248702d87533e02f58bf63413a60555152f2e729504582b8ceaafd252,backups/ingested/BIE_RE_TEMP_056.zip,bie/reasoning/temporal_migration_manifest.py,e0884657cc122240693ab292aed5235ab09188fa2795c29b5cff117208dc8adf,tests/reasoning/test_re_temp_056.py,ea4a299a06a92b1ff6d135a52e19ea98ac53573a3f00ac2682618c8c2000a747,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_057.zip,BIE-RE-TEMP-057,TEMPORAL,MUST-HAVE CANONICAL-INTEGRATION HARDENING,e4e2463891b637874a702450f3a842451fe70f2a98245525d296164d49a96758,backups/ingested/BIE_RE_TEMP_057.zip,bie/reasoning/temporal_collision_guard.py,82360046346a9129836ff89069a97a20b153c7bc7c7c3175269f102b831d9e0e,tests/reasoning/test_re_temp_057.py,3368e4bfcbe42e848164e9454734b0d4c842ea279a8ac4afe614ed8d15423d3a,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_058.zip,BIE-RE-TEMP-058,TEMPORAL,MUST-HAVE CANONICAL-INTEGRATION HARDENING,161b437f76a2b1d25f4420b4cfe20107a313161a21412e5a41a05e1f2d0a66bb,backups/ingested/BIE_RE_TEMP_058.zip,bie/reasoning/temporal_staged_regression_plan.py,b43c45781ee0fe786f2565cfae2d80d098b99f45d9905048c1f2748ba1cec495,tests/reasoning/test_re_temp_058.py,ed3f2db5137e313fc51a79f3f9a67435341d0a2ab13ea4b3b1c21c3fb4c017cc,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_059.zip,BIE-RE-TEMP-059,TEMPORAL,MUST-HAVE CANONICAL-INTEGRATION HARDENING,2903867df6d9f31544c735c54e450649a7568b736b16d6e3a8bb008a333f3a9a,backups/ingested/BIE_RE_TEMP_059.zip,bie/reasoning/temporal_integration_bundle_validator.py,1c73716978585f4f0dc366068ce3f0c65fe32c7f51341aa5c4185e890d911a1b,tests/reasoning/test_re_temp_059.py,b679ea32afe3e5b2ca6116bf5fd65b7cb80ff47cb461471bcaecc504019d5932,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_UNC_HARD_001.zip,BIE-RE-UNC-HARD-001,RE_QA_HARDENING,ENTERPRISE HARDENING ADDITION,5f3ed88213ac40d689e2d8ad5bc8ac70baa11e73bdfda784f8cd27cee24a2cdc,backups/ingested/BIE_RE_UNC_HARD_001.zip,bie/reasoning/structured_uncertainty.py,204dd1e575616f45e7acac85db90cbae764ae349ded02d1869fa0d62fda3e025,tests/reasoning/test_unc_hard_001.py,801b284a848623fb1afb363d2b506470a436af5065b7083a2d676d0cedc62406,4,0,0,0,7,True,CANONICAL_LOCAL_VERIFIED
BIE_RE_UNC_HARD_002.zip,BIE-RE-UNC-HARD-002,RE_QA_HARDENING,ENTERPRISE HARDENING ADDITION,e163b565c117f8f0983cd8c315b5d3926ddda95ccd92e5290a36ae7270034853,backups/ingested/BIE_RE_UNC_HARD_002.zip,bie/reasoning/calibration_diagnostics.py,1165eb5bf723db934034d19336075d465ba406ad53f7425a28860829cc31f4e2,tests/reasoning/test_unc_hard_002.py,d0e443d51629f9c6a2d0e728d0dc626a0c3b0ed1bd50a337c9396db89414d6a3,4,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
